sport;year;state;gp;bp;gr;br;Row ;Column
Skiing -- Cross Country;2013/2014;NM;0;0;0;0;6;3,5
Soft Tennis;2013/2014;NM;0;0;0;0;6;3,5
Kayaking;2013/2014;NM;0;0;0;0;6;3,5
Ice Hockey;2013/2014;NM;0;0;0;0;6;3,5
Gymnastics;2013/2014;NM;0;0;0;0;6;3,5
Adapted Soccer;2013/2014;NM;0;0;0;0;6;3,5
Field Hockey;2013/2014;NM;0;0;0;0;6;3,5
Surfing;2013/2014;NM;0;0;0;0;6;3,5
Fencing;2013/2014;NM;0;0;0;0;6;3,5
Judo;2013/2014;NM;0;0;0;0;6;3,5
Football -- 8-player;2013/2014;NM;0;0;0;0;6;3,5
Dance Team, High Kick;2013/2014;NM;0;0;0;0;6;3,5
Outrigger Canoe Paddling LL;2013/2014;NM;0;0;0;0;6;3,5
Riflery;2013/2014;NM;0;0;0;0;6;3,5
Team Tennis;2013/2014;NM;0;0;0;0;6;3,5
Adapted Basketball;2013/2014;NM;0;0;0;0;6;3,5
Adapted Bowling;2013/2014;NM;0;0;0;0;6;3,5
None;2013/2014;NM;0;0;0;0;6;3,5
Equestrian;2013/2014;NM;0;0;0;0;6;3,5
Drill Team;2013/2014;NM;0;0;0;0;6;3,5
Football -- 6-player;2013/2014;NM;0;0;0;0;6;3,5
Track and Field -- Indoor;2013/2014;NM;0;0;0;0;6;3,5
Softball -- Slow Pitch;2013/2014;NM;0;0;0;0;6;3,5
Native Youth Olympics;2013/2014;NM;0;0;0;0;6;3,5
Badminton;2013/2014;NM;0;0;0;0;6;3,5
Adapted Floor Hockey;2013/2014;NM;0;0;0;0;6;3,5
Volleyball;2013/2014;NV;2886;928;0,165909744;0,036607495;4;2,5
Track and Field -- Outdoor;2013/2014;NV;2779;3542;0,159758551;0,139723866;4;2,5
Basketball;2013/2014;NV;2443;3056;0,140442656;0,120552268;4;2,5
Soccer;2013/2014;NV;2293;2195;0,131819488;0,086587771;4;2,5
Softball -- Fast Pitch;2013/2014;NV;2133;0;0,122621443;0;4;2,5
Swimming & Diving;2013/2014;NV;1336;856;0,076803679;0,033767258;4;2,5
Flag Football;2013/2014;NV;996;0;0,057257833;0;4;2,5
Cross Country;2013/2014;NV;881;1070;0,050646738;0,042209073;4;2,5
Tennis;2013/2014;NV;786;685;0,045185398;0,027021696;4;2,5
Golf;2013/2014;NV;431;743;0,024777235;0,029309665;4;2,5
Bowling;2013/2014;NV;272;292;0,015636677;0,011518738;4;2,5
Skiing -- Alpine;2013/2014;NV;159;237;0,009140558;0,009349112;4;2,5
Skiing -- Cross Country;2013/2014;NV;0;0;0;0;4;2,5
Football -- 11-Player;2013/2014;NV;0;6580;0;0,259566075;4;2,5
DANCE;2013/2014;NV;0;0;0;0;4;2,5
Pentathlon;2013/2014;NV;0;0;0;0;4;2,5
Dance Team, Jazz;2013/2014;NV;0;0;0;0;4;2,5
Riflery;2013/2014;NV;0;0;0;0;4;2,5
Badminton;2013/2014;NV;0;0;0;0;4;2,5
Adapted Track;2013/2014;NV;0;0;0;0;4;2,5
Archery;2013/2014;NV;0;0;0;0;4;2,5
None;2013/2014;NV;0;0;0;0;4;2,5
Adapted Softball;2013/2014;NV;0;0;0;0;4;2,5
Native Youth Olympics;2013/2014;NV;0;0;0;0;4;2,5
Equestrian;2013/2014;NV;0;0;0;0;4;2,5
Adapted Bowling;2013/2014;NV;0;0;0;0;4;2,5
Track and Field -- Indoor;2013/2014;NV;0;0;0;0;4;2,5
Kayaking;2013/2014;NV;0;0;0;0;4;2,5
Football -- 9-player;2013/2014;NV;0;0;0;0;4;2,5
Wrestling;2013/2014;NV;0;2420;0;0,095463511;4;2,5
Adapted Floor Hockey;2013/2014;NV;0;0;0;0;4;2,5
Snowboarding;2013/2014;NV;0;0;0;0;4;2,5
Decathlon;2013/2014;NV;0;0;0;0;4;2,5
RUGBY;2013/2014;NV;0;0;0;0;4;2,5
Water Polo;2013/2014;NV;0;0;0;0;4;2,5
Rodeo;2013/2014;NV;0;0;0;0;4;2,5
Adapted Basketball;2013/2014;NV;0;0;0;0;4;2,5
Mt. Biking;2013/2014;NV;0;0;0;0;4;2,5
Adapted Soccer;2013/2014;NV;0;0;0;0;4;2,5
Gymnastics;2013/2014;NV;0;0;0;0;4;2,5
Ice Hockey;2013/2014;NV;0;0;0;0;4;2,5
Baseball;2013/2014;NV;0;2387;0;0,094161736;4;2,5
sailing;2013/2014;NV;0;0;0;0;4;2,5
Weight Lifting;2013/2014;NV;0;0;0;0;4;2,5
Crew;2013/2014;NV;0;0;0;0;4;2,5
Soft Tennis;2013/2014;NV;0;0;0;0;4;2,5
Fencing;2013/2014;NV;0;0;0;0;4;2,5
Synchronized Swimming;2013/2014;NV;0;0;0;0;4;2,5
Outrigger Canoe Paddling LL;2013/2014;NV;0;0;0;0;4;2,5
Rythmic Gymnastics;2013/2014;NV;0;0;0;0;4;2,5
Dance Team, High Kick;2013/2014;NV;0;0;0;0;4;2,5
Dance/Drill;2013/2014;NV;0;0;0;0;4;2,5
Football -- 6-player;2013/2014;NV;0;0;0;0;4;2,5
Drill Team;2013/2014;NV;0;0;0;0;4;2,5
Judo;2013/2014;NV;0;0;0;0;4;2,5
Surfing;2013/2014;NV;0;0;0;0;4;2,5
Competitive Spirit Squad;2013/2014;NV;0;0;0;0;4;2,5
Football -- 8-player;2013/2014;NV;0;359;0;0,014161736;4;2,5
Field Hockey;2013/2014;NV;0;0;0;0;4;2,5
Air Riflery;2013/2014;NV;0;0;0;0;4;2,5
Mixed 6-Coed Volleyball;2013/2014;NV;0;0;0;0;4;2,5
Lacrosse;2013/2014;NV;0;0;0;0;4;2,5
Softball -- Slow Pitch;2013/2014;NV;0;0;0;0;4;2,5
Team Tennis;2013/2014;NV;0;0;0;0;4;2,5
Heptathlon;2013/2014;NV;0;0;0;0;4;2,5
Soccer;2013/2014;NY;22727;23669;0,130593927;0,109859966;2;9,5
Track and Field -- Outdoor;2013/2014;NY;21834;23169;0,125462569;0,107539209;2;9,5
Softball -- Fast Pitch;2013/2014;NY;18211;0;0,10464408;0;2;9,5
Basketball;2013/2014;NY;16997;20514;0,097668191;0,095215993;2;9,5
Volleyball;2013/2014;NY;15788;4092;0,090721033;0,01899307;2;9,5
Track and Field -- Indoor;2013/2014;NY;12379;12384;0,071132232;0,057480494;2;9,5
Lacrosse;2013/2014;NY;11922;16169;0,068506217;0,07504862;2;9,5
Competitive Spirit Squad;2013/2014;NY;11157;72;0,064110373;0,000334189;2;9,5
Tennis;2013/2014;NY;9502;10036;0,054600409;0,046582222;2;9,5
Cross Country;2013/2014;NY;7966;10261;0,045774243;0,047626562;2;9,5
Swimming & Diving;2013/2014;NY;7854;6833;0,045130669;0,031715457;2;9,5
Field Hockey;2013/2014;NY;7504;0;0,043119498;0;2;9,5
Bowling;2013/2014;NY;3445;4569;0,019795665;0,021207072;2;9,5
Golf;2013/2014;NY;1811;7855;0,010406371;0,036459083;2;9,5
Gymnastics;2013/2014;NY;1625;89;0,009337578;0,000413095;2;9,5
Badminton;2013/2014;NY;1211;445;0,00695865;0,002065473;2;9,5
Skiing -- Alpine;2013/2014;NY;706;873;0,004056818;0,004052041;2;9,5
Fencing;2013/2014;NY;469;515;0,002694969;0,002390379;2;9,5
Ice Hockey;2013/2014;NY;439;3238;0,002522583;0,015029218;2;9,5
Skiing -- Cross Country;2013/2014;NY;398;395;0,002286988;0,001833398;2;9,5
Riflery;2013/2014;NY;58;276;0,00033328;0,001281058;2;9,5
Wrestling;2013/2014;NY;25;13668;0,000143655;0,063440196;2;9,5
Football -- 11-Player;2013/2014;NY;0;35552;0;0,165015062;2;9,5
Football -- 9-player;2013/2014;NY;0;0;0;0;2;9,5
Pentathlon;2013/2014;NY;0;0;0;0;2;9,5
Water Polo;2013/2014;NY;0;0;0;0;2;9,5
Judo;2013/2014;NY;0;0;0;0;2;9,5
Adapted Floor Hockey;2013/2014;NY;0;0;0;0;2;9,5
Mt. Biking;2013/2014;NY;0;0;0;0;2;9,5
DANCE;2013/2014;NY;0;0;0;0;2;9,5
Archery;2013/2014;NY;0;0;0;0;2;9,5
Adapted Basketball;2013/2014;NY;0;0;0;0;2;9,5
Dance Team, High Kick;2013/2014;NY;0;0;0;0;2;9,5
None;2013/2014;NY;0;0;0;0;2;9,5
Dance Team, Jazz;2013/2014;NY;0;0;0;0;2;9,5
RUGBY;2013/2014;NY;0;0;0;0;2;9,5
Kayaking;2013/2014;NY;0;0;0;0;2;9,5
Drill Team;2013/2014;NY;0;0;0;0;2;9,5
Soft Tennis;2013/2014;NY;0;0;0;0;2;9,5
Mixed 6-Coed Volleyball;2013/2014;NY;0;0;0;0;2;9,5
Flag Football;2013/2014;NY;0;0;0;0;2;9,5
Adapted Bowling;2013/2014;NY;0;0;0;0;2;9,5
Heptathlon;2013/2014;NY;0;0;0;0;2;9,5
Weight Lifting;2013/2014;NY;0;0;0;0;2;9,5
Adapted Track;2013/2014;NY;0;0;0;0;2;9,5
Baseball;2013/2014;NY;0;20773;0;0,096418145;2;9,5
Rythmic Gymnastics;2013/2014;NY;0;0;0;0;2;9,5
Outrigger Canoe Paddling LL;2013/2014;NY;0;0;0;0;2;9,5
Team Tennis;2013/2014;NY;0;0;0;0;2;9,5
Adapted Softball;2013/2014;NY;0;0;0;0;2;9,5
sailing;2013/2014;NY;0;0;0;0;2;9,5
Air Riflery;2013/2014;NY;0;0;0;0;2;9,5
Football -- 6-player;2013/2014;NY;0;0;0;0;2;9,5
Surfing;2013/2014;NY;0;0;0;0;2;9,5
Synchronized Swimming;2013/2014;NY;0;0;0;0;2;9,5
Softball -- Slow Pitch;2013/2014;NY;0;0;0;0;2;9,5
Football -- 8-player;2013/2014;NY;0;0;0;0;2;9,5
Snowboarding;2013/2014;NY;0;0;0;0;2;9,5
Rodeo;2013/2014;NY;0;0;0;0;2;9,5
Decathlon;2013/2014;NY;0;0;0;0;2;9,5
Adapted Soccer;2013/2014;NY;0;0;0;0;2;9,5
Crew;2013/2014;NY;0;0;0;0;2;9,5
Native Youth Olympics;2013/2014;NY;0;0;0;0;2;9,5
Equestrian;2013/2014;NY;0;0;0;0;2;9,5
Dance/Drill;2013/2014;NY;0;0;0;0;2;9,5
Track and Field -- Outdoor;2013/2014;OH;20899;24366;0,156784048;0,126807182;3;8
Volleyball;2013/2014;OH;18889;2750;0,141705052;0,014311736;3;8
Basketball;2013/2014;OH;17298;21898;0,129769389;0,11396305;3;8
Softball -- Fast Pitch;2013/2014;OH;16421;1059;0,123190145;0,005511319;3;8
Soccer;2013/2014;OH;14200;14700;0,10652823;0,076502732;3;8
Cross Country;2013/2014;OH;7998;9289;0,0600009;0,048342441;3;8
Team Tennis;2013/2014;OH;6385;5781;0,047900194;0,03008587;3;8
Tennis;2013/2014;OH;6365;5735;0,047750154;0,029846474;3;8
Swimming & Diving;2013/2014;OH;6253;5313;0,046909931;0,027650273;3;8
Bowling;2013/2014;OH;3210;3459;0,024081382;0,018001561;3;8
Golf;2013/2014;OH;3084;8138;0,023136131;0,042352329;3;8
Lacrosse;2013/2014;OH;3035;4108;0,022768534;0,021379131;3;8
Track and Field -- Indoor;2013/2014;OH;2450;2559;0,018379871;0,013317721;3;8
Competitive Spirit Squad;2013/2014;OH;2033;250;0,015251542;0,001301067;3;8
Gymnastics;2013/2014;OH;1061;86;0,007959609;0,000447567;3;8
Field Hockey;2013/2014;OH;977;45;0,007329442;0,000234192;3;8
Weight Lifting;2013/2014;OH;780;2405;0,005851551;0,012516263;3;8
Softball -- Slow Pitch;2013/2014;OH;340;18;0,002550676;9,36768E-05;3;8
Crew;2013/2014;OH;282;370;0,002115561;0,001925579;3;8
Archery;2013/2014;OH;196;261;0,00147039;0,001358314;3;8
Baseball;2013/2014;OH;165;21020;0,001237828;0,109393703;3;8
Flag Football;2013/2014;OH;137;68;0,001027772;0,00035389;3;8
Water Polo;2013/2014;OH;135;175;0,001012768;0,000910747;3;8
Wrestling;2013/2014;OH;125;11430;0,000937749;0,059484778;3;8
Football -- 11-Player;2013/2014;OH;105;44431;0,000787709;0,231230809;3;8
Adapted Softball;2013/2014;OH;100;15;0,000750199;7,8064E-05;3;8
Synchronized Swimming;2013/2014;OH;99;63;0,000742697;0,000327869;3;8
Adapted Soccer;2013/2014;OH;80;110;0,000600159;0,000572469;3;8
Badminton;2013/2014;OH;40;48;0,00030008;0,000249805;3;8
Fencing;2013/2014;OH;34;42;0,000255068;0,000218579;3;8
Soft Tennis;2013/2014;OH;30;90;0,00022506;0,000468384;3;8
Ice Hockey;2013/2014;OH;22;1784;0,000165044;0,009284413;3;8
Riflery;2013/2014;OH;18;23;0,000135036;0,000119698;3;8
Adapted Bowling;2013/2014;OH;15;22;0,00011253;0,000114494;3;8
Equestrian;2013/2014;OH;14;1;0,000105028;5,20427E-06;3;8
Skiing -- Alpine;2013/2014;OH;12;18;9,00239E-05;9,36768E-05;3;8
Decathlon;2013/2014;OH;10;13;7,50199E-05;6,76555E-05;3;8
Rodeo;2013/2014;OH;1;1;7,50199E-06;5,20427E-06;3;8
Dance Team, High Kick;2013/2014;OH;0;0;0;0;3;8
Dance Team, Jazz;2013/2014;OH;0;0;0;0;3;8
Kayaking;2013/2014;OH;0;0;0;0;3;8
Outrigger Canoe Paddling LL;2013/2014;OH;0;0;0;0;3;8
Drill Team;2013/2014;OH;0;0;0;0;3;8
Snowboarding;2013/2014;OH;0;26;0;0,000135311;3;8
Football -- 6-player;2013/2014;OH;0;82;0;0,00042675;3;8
Mixed 6-Coed Volleyball;2013/2014;OH;0;0;0;0;3;8
DANCE;2013/2014;OH;0;0;0;0;3;8
Adapted Basketball;2013/2014;OH;0;0;0;0;3;8
Surfing;2013/2014;OH;0;0;0;0;3;8
Adapted Floor Hockey;2013/2014;OH;0;0;0;0;3;8
Heptathlon;2013/2014;OH;0;0;0;0;3;8
Football -- 8-player;2013/2014;OH;0;18;0;9,36768E-05;3;8
None;2013/2014;OH;0;0;0;0;3;8
Pentathlon;2013/2014;OH;0;0;0;0;3;8
Football -- 9-player;2013/2014;OH;0;80;0;0,000416341;3;8
Rythmic Gymnastics;2013/2014;OH;0;0;0;0;3;8
Dance/Drill;2013/2014;OH;0;0;0;0;3;8
Native Youth Olympics;2013/2014;OH;0;0;0;0;3;8
RUGBY;2013/2014;OH;0;0;0;0;3;8
Mt. Biking;2013/2014;OH;0;0;0;0;3;8
Air Riflery;2013/2014;OH;0;0;0;0;3;8
Skiing -- Cross Country;2013/2014;OH;0;0;0;0;3;8
sailing;2013/2014;OH;0;0;0;0;3;8
Judo;2013/2014;OH;0;0;0;0;3;8
Adapted Track;2013/2014;OH;0;0;0;0;3;8
Basketball;2013/2014;OK;7974;10391;0,171336485;0,18238784;6;4,5
Softball -- Fast Pitch;2013/2014;OK;7201;0;0,154727116;0;6;4,5
Volleyball;2013/2014;OK;6485;0;0,139342501;0;6;4,5
Competitive Spirit Squad;2013/2014;OK;5430;120;0,116673829;0,002106298;6;4,5
Track and Field -- Outdoor;2013/2014;OK;5386;6286;0,115728406;0,110334901;6;4,5
Softball -- Slow Pitch;2013/2014;OK;4502;0;0,096733992;0;6;4,5
Soccer;2013/2014;OK;3428;3897;0,073657069;0,068402022;6;4,5
Cross Country;2013/2014;OK;2680;3044;0,057584873;0,053429755;6;4,5
Golf;2013/2014;OK;1306;2034;0,028061882;0,035701748;6;4,5
Tennis;2013/2014;OK;1287;1236;0,027653631;0,021694868;6;4,5
Swimming & Diving;2013/2014;OK;714;717;0,015341642;0,01258513;6;4,5
Football -- 11-Player;2013/2014;OK;100;14615;0,002148689;0,256529523;6;4,5
Baseball;2013/2014;OK;43;9450;0,000923936;0,165870954;6;4,5
Wrestling;2013/2014;OK;4;3609;8,59476E-05;0,063346907;6;4,5
Dance Team, High Kick;2013/2014;OK;0;0;0;0;6;4,5
RUGBY;2013/2014;OK;0;0;0;0;6;4,5
Ice Hockey;2013/2014;OK;0;0;0;0;6;4,5
Adapted Softball;2013/2014;OK;0;0;0;0;6;4,5
Judo;2013/2014;OK;0;0;0;0;6;4,5
Fencing;2013/2014;OK;0;0;0;0;6;4,5
Bowling;2013/2014;OK;0;0;0;0;6;4,5
Adapted Soccer;2013/2014;OK;0;0;0;0;6;4,5
Skiing -- Alpine;2013/2014;OK;0;0;0;0;6;4,5
Synchronized Swimming;2013/2014;OK;0;0;0;0;6;4,5
Field Hockey;2013/2014;OK;0;0;0;0;6;4,5
Football -- 9-player;2013/2014;OK;0;0;0;0;6;4,5
Skiing -- Cross Country;2013/2014;OK;0;0;0;0;6;4,5
Lacrosse;2013/2014;OK;0;0;0;0;6;4,5
Water Polo;2013/2014;OK;0;0;0;0;6;4,5
Surfing;2013/2014;OK;0;0;0;0;6;4,5
Kayaking;2013/2014;OK;0;0;0;0;6;4,5
Drill Team;2013/2014;OK;0;0;0;0;6;4,5
Adapted Track;2013/2014;OK;0;0;0;0;6;4,5
Dance Team, Jazz;2013/2014;OK;0;0;0;0;6;4,5
Football -- 8-player;2013/2014;OK;0;1573;0;0,027610054;6;4,5
Weight Lifting;2013/2014;OK;0;0;0;0;6;4,5
Riflery;2013/2014;OK;0;0;0;0;6;4,5
Dance/Drill;2013/2014;OK;0;0;0;0;6;4,5
Equestrian;2013/2014;OK;0;0;0;0;6;4,5
Team Tennis;2013/2014;OK;0;0;0;0;6;4,5
Snowboarding;2013/2014;OK;0;0;0;0;6;4,5
None;2013/2014;OK;0;0;0;0;6;4,5
Decathlon;2013/2014;OK;0;0;0;0;6;4,5
Soft Tennis;2013/2014;OK;0;0;0;0;6;4,5
Rodeo;2013/2014;OK;0;0;0;0;6;4,5
sailing;2013/2014;OK;0;0;0;0;6;4,5
Heptathlon;2013/2014;OK;0;0;0;0;6;4,5
Track and Field -- Indoor;2013/2014;OK;0;0;0;0;6;4,5
Air Riflery;2013/2014;OK;0;0;0;0;6;4,5
Gymnastics;2013/2014;OK;0;0;0;0;6;4,5
Adapted Basketball;2013/2014;OK;0;0;0;0;6;4,5
Pentathlon;2013/2014;OK;0;0;0;0;6;4,5
Archery;2013/2014;OK;0;0;0;0;6;4,5
DANCE;2013/2014;OK;0;0;0;0;6;4,5
Flag Football;2013/2014;OK;0;0;0;0;6;4,5
Crew;2013/2014;OK;0;0;0;0;6;4,5
Adapted Bowling;2013/2014;OK;0;0;0;0;6;4,5
Mixed 6-Coed Volleyball;2013/2014;OK;0;0;0;0;6;4,5
Rythmic Gymnastics;2013/2014;OK;0;0;0;0;6;4,5
Badminton;2013/2014;OK;0;0;0;0;6;4,5
Adapted Floor Hockey;2013/2014;OK;0;0;0;0;6;4,5
Mt. Biking;2013/2014;OK;0;0;0;0;6;4,5
Native Youth Olympics;2013/2014;OK;0;0;0;0;6;4,5
Football -- 6-player;2013/2014;OK;0;0;0;0;6;4,5
Outrigger Canoe Paddling LL;2013/2014;OK;0;0;0;0;6;4,5
Track and Field -- Outdoor;2013/2014;OR;7334;9099;0,167126222;0,159757703;4;1,5
Volleyball;2013/2014;OR;7100;0;0,161793861;0;4;1,5
Basketball;2013/2014;OR;5923;7493;0,134972541;0,131560004;4;1,5
Soccer;2013/2014;OR;5137;6019;0,117061277;0,105679923;4;1,5
Softball -- Fast Pitch;2013/2014;OR;4604;0;0,104915343;0;4;1,5
Cross Country;2013/2014;OR;3053;3618;0,06957136;0,063523835;4;1,5
Tennis;2013/2014;OR;2906;2184;0,066221544;0,038346063;4;1,5
Competitive Spirit Squad;2013/2014;OR;2701;0;0,061550031;0;4;1,5
Swimming & Diving;2013/2014;OR;2374;1946;0,054098398;0,034167325;4;1,5
DANCE;2013/2014;OR;1692;0;0,038557072;0;4;1,5
Golf;2013/2014;OR;878;1600;0,020007748;0,028092354;4;1,5
Wrestling;2013/2014;OR;136;4956;0,00309915;0,087016065;4;1,5
Football -- 11-Player;2013/2014;OR;43;13212;0,000979878;0,23197261;4;1,5
Football -- 8-player;2013/2014;OR;2;802;4,55757E-05;0,014081292;4;1,5
sailing;2013/2014;OR;0;0;0;0;4;1,5
Adapted Track;2013/2014;OR;0;0;0;0;4;1,5
Crew;2013/2014;OR;0;0;0;0;4;1,5
Archery;2013/2014;OR;0;0;0;0;4;1,5
Adapted Bowling;2013/2014;OR;0;0;0;0;4;1,5
Weight Lifting;2013/2014;OR;0;0;0;0;4;1,5
Adapted Floor Hockey;2013/2014;OR;0;0;0;0;4;1,5
Badminton;2013/2014;OR;0;0;0;0;4;1,5
Fencing;2013/2014;OR;0;0;0;0;4;1,5
Baseball;2013/2014;OR;0;6026;0;0,105802827;4;1,5
Bowling;2013/2014;OR;0;0;0;0;4;1,5
Heptathlon;2013/2014;OR;0;0;0;0;4;1,5
Pentathlon;2013/2014;OR;0;0;0;0;4;1,5
Ice Hockey;2013/2014;OR;0;0;0;0;4;1,5
Soft Tennis;2013/2014;OR;0;0;0;0;4;1,5
Team Tennis;2013/2014;OR;0;0;0;0;4;1,5
Kayaking;2013/2014;OR;0;0;0;0;4;1,5
Track and Field -- Indoor;2013/2014;OR;0;0;0;0;4;1,5
Adapted Soccer;2013/2014;OR;0;0;0;0;4;1,5
Surfing;2013/2014;OR;0;0;0;0;4;1,5
Dance Team, High Kick;2013/2014;OR;0;0;0;0;4;1,5
Dance Team, Jazz;2013/2014;OR;0;0;0;0;4;1,5
Rodeo;2013/2014;OR;0;0;0;0;4;1,5
Mt. Biking;2013/2014;OR;0;0;0;0;4;1,5
Equestrian;2013/2014;OR;0;0;0;0;4;1,5
Drill Team;2013/2014;OR;0;0;0;0;4;1,5
Native Youth Olympics;2013/2014;OR;0;0;0;0;4;1,5
Judo;2013/2014;OR;0;0;0;0;4;1,5
Synchronized Swimming;2013/2014;OR;0;0;0;0;4;1,5
Mixed 6-Coed Volleyball;2013/2014;OR;0;0;0;0;4;1,5
None;2013/2014;OR;0;0;0;0;4;1,5
Skiing -- Cross Country;2013/2014;OR;0;0;0;0;4;1,5
Rythmic Gymnastics;2013/2014;OR;0;0;0;0;4;1,5
Snowboarding;2013/2014;OR;0;0;0;0;4;1,5
Skiing -- Alpine;2013/2014;OR;0;0;0;0;4;1,5
Outrigger Canoe Paddling LL;2013/2014;OR;0;0;0;0;4;1,5
Field Hockey;2013/2014;OR;0;0;0;0;4;1,5
Adapted Softball;2013/2014;OR;0;0;0;0;4;1,5
RUGBY;2013/2014;OR;0;0;0;0;4;1,5
Riflery;2013/2014;OR;0;0;0;0;4;1,5
Flag Football;2013/2014;OR;0;0;0;0;4;1,5
Lacrosse;2013/2014;OR;0;0;0;0;4;1,5
Dance/Drill;2013/2014;OR;0;0;0;0;4;1,5
Softball -- Slow Pitch;2013/2014;OR;0;0;0;0;4;1,5
Football -- 6-player;2013/2014;OR;0;0;0;0;4;1,5
Air Riflery;2013/2014;OR;0;0;0;0;4;1,5
Gymnastics;2013/2014;OR;0;0;0;0;4;1,5
Adapted Basketball;2013/2014;OR;0;0;0;0;4;1,5
Football -- 9-player;2013/2014;OR;0;0;0;0;4;1,5
Decathlon;2013/2014;OR;0;0;0;0;4;1,5
Water Polo;2013/2014;OR;0;0;0;0;4;1,5
Track and Field -- Outdoor;2013/2014;PA;24280;24280;0,163237865;0,144028284;3;9
Basketball;2013/2014;PA;21330;21930;0,143404599;0,130088149;3;9
Softball -- Fast Pitch;2013/2014;PA;19170;0;0,128882614;0;3;9
Soccer;2013/2014;PA;18760;20020;0,126126126;0,118758082;3;9
Cross Country;2013/2014;PA;11200;11180;0,07529918;0,066319449;3;9
Volleyball;2013/2014;PA;10422;3726;0,070068576;0,022102528;3;9
Field Hockey;2013/2014;PA;9940;0;0,066828022;0;3;9
Swimming & Diving;2013/2014;PA;9750;9450;0,065550625;0,056057137;3;9
Lacrosse;2013/2014;PA;6368;5984;0,042812962;0,035496921;3;9
Tennis;2013/2014;PA;4800;4680;0,032271077;0,02776163;3;9
Competitive Spirit Squad;2013/2014;PA;3945;0;0,026522791;0;3;9
Golf;2013/2014;PA;3580;5230;0,024068845;0,031024214;3;9
Track and Field -- Indoor;2013/2014;PA;2790;2760;0,018757564;0,016372243;3;9
Bowling;2013/2014;PA;1380;1380;0,009277935;0,008186122;3;9
Riflery;2013/2014;PA;470;490;0,003159876;0,002906666;3;9
Water Polo;2013/2014;PA;345;360;0,002319484;0,00213551;3;9
Gymnastics;2013/2014;PA;210;0;0,00141186;0;3;9
Decathlon;2013/2014;PA;0;0;0;0;3;9
Air Riflery;2013/2014;PA;0;0;0;0;3;9
Pentathlon;2013/2014;PA;0;0;0;0;3;9
Badminton;2013/2014;PA;0;0;0;0;3;9
RUGBY;2013/2014;PA;0;0;0;0;3;9
Weight Lifting;2013/2014;PA;0;0;0;0;3;9
Dance Team, High Kick;2013/2014;PA;0;0;0;0;3;9
Skiing -- Alpine;2013/2014;PA;0;0;0;0;3;9
Wrestling;2013/2014;PA;0;9760;0;0,057896048;3;9
Soft Tennis;2013/2014;PA;0;0;0;0;3;9
Adapted Soccer;2013/2014;PA;0;0;0;0;3;9
Adapted Softball;2013/2014;PA;0;0;0;0;3;9
Adapted Bowling;2013/2014;PA;0;0;0;0;3;9
Dance Team, Jazz;2013/2014;PA;0;0;0;0;3;9
Adapted Track;2013/2014;PA;0;0;0;0;3;9
Adapted Floor Hockey;2013/2014;PA;0;0;0;0;3;9
sailing;2013/2014;PA;0;0;0;0;3;9
Archery;2013/2014;PA;0;0;0;0;3;9
Rodeo;2013/2014;PA;0;0;0;0;3;9
Adapted Basketball;2013/2014;PA;0;0;0;0;3;9
Crew;2013/2014;PA;0;0;0;0;3;9
Baseball;2013/2014;PA;0;21248;0;0,126042544;3;9
Fencing;2013/2014;PA;0;0;0;0;3;9
Ice Hockey;2013/2014;PA;0;0;0;0;3;9
Outrigger Canoe Paddling LL;2013/2014;PA;0;0;0;0;3;9
Mt. Biking;2013/2014;PA;0;0;0;0;3;9
Drill Team;2013/2014;PA;0;0;0;0;3;9
Heptathlon;2013/2014;PA;0;0;0;0;3;9
None;2013/2014;PA;0;0;0;0;3;9
Synchronized Swimming;2013/2014;PA;0;0;0;0;3;9
Dance/Drill;2013/2014;PA;0;0;0;0;3;9
Surfing;2013/2014;PA;0;0;0;0;3;9
DANCE;2013/2014;PA;0;0;0;0;3;9
Softball -- Slow Pitch;2013/2014;PA;0;0;0;0;3;9
Equestrian;2013/2014;PA;0;0;0;0;3;9
Skiing -- Cross Country;2013/2014;PA;0;0;0;0;3;9
Football -- 6-player;2013/2014;PA;0;0;0;0;3;9
Rythmic Gymnastics;2013/2014;PA;0;0;0;0;3;9
Kayaking;2013/2014;PA;0;0;0;0;3;9
Mixed 6-Coed Volleyball;2013/2014;PA;0;0;0;0;3;9
Snowboarding;2013/2014;PA;0;0;0;0;3;9
Football -- 9-player;2013/2014;PA;0;0;0;0;3;9
Flag Football;2013/2014;PA;0;0;0;0;3;9
Football -- 11-Player;2013/2014;PA;0;26100;0;0,154824473;3;9
Team Tennis;2013/2014;PA;0;0;0;0;3;9
Native Youth Olympics;2013/2014;PA;0;0;0;0;3;9
Football -- 8-player;2013/2014;PA;0;0;0;0;3;9
Judo;2013/2014;PA;0;0;0;0;3;9
Track and Field -- Outdoor;2013/2014;RI;1556;1590;0,126452662;0,096276113;2;11,5
Soccer;2013/2014;RI;1471;1634;0,1195449;0,098940357;2;11,5
Track and Field -- Indoor;2013/2014;RI;1338;1448;0,108736286;0,087677869;2;11,5
Volleyball;2013/2014;RI;1080;630;0,0877692;0,038147139;2;11,5
Lacrosse;2013/2014;RI;1051;1039;0,085412434;0,062912504;2;11,5
Softball -- Fast Pitch;2013/2014;RI;1044;0;0,08484356;0;2;11,5
Basketball;2013/2014;RI;1022;1446;0,083055668;0,087556767;2;11,5
